,Investor Type,Years Forecasted,Initial Investment,Final Value
6653,conservative_investor,29,296337,1505053
6654,aggressive_investor,44,67055,1883420
6655,aggressive_investor,46,1884195,60117850
6656,moderate_investor,34,958308,13876169
6657,conservative_investor,15,1562144,3820357
6658,conservative_investor,22,1907730,7110358
6659,aggressive_investor,37,258503,4730869
6660,nervous_investor,10,784696,1803049
6661,conservative_investor,40,943866,9258900
6662,aggressive_investor,15,1909838,5544954
6663,moderate_investor,47,557468,17116735
6664,moderate_investor,30,1708699,16462931
6665,moderate_investor,17,1952822,6735149
6666,aggressive_investor,20,1966369,9071633
6667,aggressive_investor,11,921678,2111103
6668,aggressive_investor,17,724647,2386753
6669,moderate_investor,20,320216,1448103
6670,nervous_investor,10,1778539,3388240
6671,moderate_investor,17,1530583,5679375
6672,conservative_investor,32,136804,878616
6673,nervous_investor,23,333235,1265906
6674,nervous_investor,31,924539,5527488
6675,aggressive_investor,49,974590,47739233
6676,nervous_investor,45,1257971,27885295
6677,conservative_investor,21,582306,2012076
6678,conservative_investor,17,1654896,4300220
6679,moderate_investor,29,1592044,13902783
6680,conservative_investor,29,130732,691362
6681,conservative_investor,48,551302,8945097
6682,moderate_investor,45,79965,2262787
6683,nervous_investor,34,507483,3487428
6684,moderate_investor,30,924944,8678918
6685,nervous_investor,50,886107,13722754
6686,aggressive_investor,17,1547020,5835208
6687,nervous_investor,28,128644,843048
6688,aggressive_investor,45,1606498,60555832
6689,nervous_investor,39,1963438,20268445
6690,conservative_investor,31,648178,3828647
6691,moderate_investor,19,586696,2693365
6692,conservative_investor,50,84312,1491208
6693,conservative_investor,39,352624,3387694
6694,aggressive_investor,27,303565,2231988
6695,aggressive_investor,11,596976,1354546
6696,moderate_investor,50,472127,21960550
6697,nervous_investor,47,81658,1430254
6698,conservative_investor,28,1996291,10350156
6699,conservative_investor,12,464182,916279
6700,conservative_investor,21,502937,1634428
6701,moderate_investor,35,238108,3252175
6702,conservative_investor,33,1676055,11114776
6703,moderate_investor,27,1405581,12028581
6704,aggressive_investor,36,231134,3976309
6705,nervous_investor,19,449331,1296909
6706,aggressive_investor,22,1565230,8769094
6707,aggressive_investor,19,491174,2206375
6708,aggressive_investor,34,528692,6618450
6709,aggressive_investor,10,1467347,2805123
6710,conservative_investor,36,1114117,9152968
6711,conservative_investor,48,425237,6311651
6712,conservative_investor,19,1779668,5249312
6713,conservative_investor,35,1751814,14038647
6714,aggressive_investor,49,1307639,61732699
6715,conservative_investor,18,1001497,2906074
6716,conservative_investor,50,1603713,30878616
6717,conservative_investor,16,1477243,3693235
6718,conservative_investor,41,626455,6730949
6719,moderate_investor,15,736545,2362428
6720,aggressive_investor,18,713925,2886677
6721,conservative_investor,30,1729386,9957847
6722,nervous_investor,33,1950768,10937287
6723,conservative_investor,19,750942,2233515
6724,moderate_investor,30,235843,2184515
6725,conservative_investor,34,39580,264888
6726,conservative_investor,19,829805,2398954
6727,aggressive_investor,39,1056800,23596153
6728,moderate_investor,43,506905,14854633
6729,moderate_investor,11,1552078,3797179
6730,nervous_investor,15,1985394,3954461
6731,aggressive_investor,27,186351,1785728
6732,aggressive_investor,37,144029,2398915
6733,nervous_investor,20,27338,109325
6734,nervous_investor,16,724536,1715132
6735,nervous_investor,44,528491,6473128
6736,conservative_investor,16,1351377,3527541
6737,moderate_investor,19,1324310,5512301
6738,aggressive_investor,45,1760994,45283074
6739,conservative_investor,42,870860,9797388
6740,conservative_investor,27,1419380,6798434
6741,nervous_investor,39,1269025,13843098
6742,aggressive_investor,45,1066154,35159521
6743,nervous_investor,42,162008,1605990
6744,aggressive_investor,44,775507,25130970
6745,aggressive_investor,16,1813005,6328452
6746,moderate_investor,17,446254,1558446
6747,aggressive_investor,46,1194573,54979187
6748,nervous_investor,32,182236,1130967
6749,nervous_investor,40,336141,4370482
6750,aggressive_investor,25,1125441,7869937
6751,conservative_investor,49,849263,14654769
6752,aggressive_investor,17,1508438,4982811
6753,nervous_investor,44,261005,4003308
6754,moderate_investor,11,1391711,3205553
6755,nervous_investor,37,697756,5528839
6756,moderate_investor,14,421715,1167404
6757,nervous_investor,37,359846,2964184
6758,nervous_investor,15,969573,2064549
6759,aggressive_investor,44,938588,26619616
6760,moderate_investor,30,1513919,13402171
6761,nervous_investor,14,1028776,2005183
6762,moderate_investor,44,1039665,27546090
6763,moderate_investor,27,642560,4464112
6764,moderate_investor,45,491153,13486324
6765,conservative_investor,43,916393,10730441
6766,nervous_investor,26,350778,1395093
6767,aggressive_investor,20,1792322,9123219
6768,conservative_investor,31,508779,3216621
6769,nervous_investor,40,442286,4857132
6770,conservative_investor,21,295087,970848
6771,conservative_investor,22,76163,283368
6772,nervous_investor,45,428738,5638253
6773,nervous_investor,23,454507,1422701
6774,moderate_investor,17,547347,1852107
6775,aggressive_investor,33,867873,11431115
6776,conservative_investor,39,58164,559054
6777,conservative_investor,50,1839716,33320110
6778,moderate_investor,29,1057176,9639907
6779,aggressive_investor,25,1472565,10950948
6780,aggressive_investor,25,730577,4573881
6781,conservative_investor,37,1318493,11370199
6782,moderate_investor,43,306584,8129404
6783,moderate_investor,23,1447747,8120683
6784,nervous_investor,23,158969,512166
6785,aggressive_investor,30,698632,7563483
6786,nervous_investor,17,329052,902615
6787,nervous_investor,15,997508,2027791
6788,moderate_investor,22,501908,2755155
6789,nervous_investor,47,1615479,35185918
6790,moderate_investor,26,72971,519801
6791,moderate_investor,37,77980,1197253
6792,nervous_investor,23,442082,1346546
6793,conservative_investor,16,1864412,4823255
6794,moderate_investor,25,258143,1638503
6795,conservative_investor,43,1581317,19079760
6796,conservative_investor,28,1864193,10077034
6797,nervous_investor,44,1698313,27977344
6798,nervous_investor,42,1972126,28628392
6799,conservative_investor,38,1597770,15018692
6800,aggressive_investor,49,1414162,92598512
6801,nervous_investor,23,1165564,3947119
6802,nervous_investor,37,780374,6704622
6803,conservative_investor,26,290920,1310403
6804,moderate_investor,45,84299,2368292
6805,aggressive_investor,35,174065,2377298
6806,nervous_investor,50,1818594,41568162
6807,conservative_investor,23,315555,1190085
6808,aggressive_investor,32,1569531,15705864
6809,nervous_investor,45,1303655,22259292
6810,nervous_investor,20,1126524,4106933
6811,aggressive_investor,48,1532514,56464904
6812,moderate_investor,35,1414465,18818420
6813,conservative_investor,43,1127256,13300233
6814,nervous_investor,32,677799,5286898
6815,moderate_investor,19,1297347,5756517
6816,conservative_investor,22,1168072,4320760
6817,moderate_investor,43,1524505,40371058
6818,moderate_investor,42,1761877,41402637
6819,aggressive_investor,36,981624,13678010
6820,conservative_investor,23,1737660,6590788
6821,aggressive_investor,34,1097613,13636280
6822,aggressive_investor,32,1064878,13160999
6823,moderate_investor,21,1553749,7362209
6824,aggressive_investor,25,1367813,8756453
6825,nervous_investor,18,1415448,4383985
6826,aggressive_investor,35,58253,846867
6827,aggressive_investor,47,1947740,71053211
6828,aggressive_investor,27,1389064,11147276
6829,nervous_investor,16,1685639,4079718
6830,conservative_investor,45,1784298,24461059
6831,conservative_investor,20,820124,2443445
6832,aggressive_investor,18,1093458,4613151
6833,aggressive_investor,23,1508339,8401531
6834,aggressive_investor,20,71678,352883
6835,moderate_investor,36,762427,11413403
6836,nervous_investor,16,569476,1309787
6837,conservative_investor,21,1733027,5685222
6838,aggressive_investor,49,1857874,75914104
6839,conservative_investor,41,347370,3764858
6840,moderate_investor,47,1748871,61579932
6841,nervous_investor,18,108871,299874
6842,moderate_investor,37,699024,11410457
6843,moderate_investor,10,193331,436015
6844,aggressive_investor,38,625795,14587781
6845,moderate_investor,45,434874,12058903
6846,nervous_investor,15,1095426,2157147
6847,nervous_investor,44,452214,6144602
6848,conservative_investor,34,1227655,8659663
6849,nervous_investor,20,1659488,5539473
6850,conservative_investor,32,635294,3851030
6851,aggressive_investor,28,796532,7158527
6852,nervous_investor,10,341718,740257
6853,aggressive_investor,39,44379,1220007
6854,aggressive_investor,48,447673,17234441
6855,conservative_investor,23,1562366,6123639
6856,conservative_investor,50,605866,10334775
6857,moderate_investor,43,736998,17973024
6858,nervous_investor,22,1692599,5454367
6859,aggressive_investor,41,1387777,33990502
6860,nervous_investor,12,1421744,2590714
6861,aggressive_investor,36,1904572,35104132
6862,conservative_investor,39,1378274,12301189
6863,moderate_investor,33,651652,7895598
6864,conservative_investor,18,421240,1167100
6865,aggressive_investor,28,481085,5076977
6866,conservative_investor,45,1779228,23240956
6867,nervous_investor,48,714619,11020053
6868,aggressive_investor,47,680834,24832890
6869,nervous_investor,16,613659,1570642
6870,moderate_investor,42,813292,16813774
6871,conservative_investor,27,1835963,9313643
6872,moderate_investor,30,624282,5636406
6873,conservative_investor,27,207329,1022218
6874,conservative_investor,11,204306,394889
6875,nervous_investor,16,323944,771810
6876,nervous_investor,39,520409,5570491
6877,moderate_investor,19,1488848,6024459
6878,moderate_investor,44,1820882,45020107
6879,nervous_investor,18,123862,357840
6880,aggressive_investor,32,1750894,17791154
6881,aggressive_investor,31,1714461,17903661
6882,nervous_investor,42,163803,1858844
6883,conservative_investor,24,360846,1383580
6884,moderate_investor,13,261412,727462
6885,conservative_investor,30,1584727,8355343
6886,nervous_investor,23,335074,1191729
6887,aggressive_investor,18,1594416,6280217
6888,aggressive_investor,10,1498774,3187611
6889,conservative_investor,36,351988,2637627
6890,nervous_investor,27,979975,6224073
6891,conservative_investor,28,1421773,7449734
6892,aggressive_investor,41,380025,8002727
6893,aggressive_investor,10,932718,1956128
6894,aggressive_investor,22,195867,919055
6895,nervous_investor,40,1244557,11131074
6896,nervous_investor,17,1922672,4714628
6897,nervous_investor,39,286580,3759883
6898,conservative_investor,15,366960,891623
6899,nervous_investor,38,1635050,16279451
6900,conservative_investor,41,1125431,12401826
6901,nervous_investor,15,962313,2270232
6902,aggressive_investor,20,1920913,9443221
6903,conservative_investor,13,807669,1677167
6904,conservative_investor,44,504510,7027769
6905,nervous_investor,30,1498435,8469490
6906,nervous_investor,41,949988,10396206
6907,aggressive_investor,22,630047,3275790
6908,aggressive_investor,40,335733,9306604
6909,conservative_investor,15,338280,809529
6910,moderate_investor,50,139009,6015302
6911,aggressive_investor,43,912201,25508696
6912,aggressive_investor,17,1608684,6251456
6913,nervous_investor,24,911647,3600253
6914,conservative_investor,38,597267,5222284
6915,nervous_investor,25,1595630,5270960
6916,conservative_investor,36,1420689,11807089
6917,aggressive_investor,26,979372,6287213
6918,moderate_investor,38,241353,4161396
6919,aggressive_investor,24,609510,4242404
6920,conservative_investor,32,342017,2189695
6921,aggressive_investor,43,269282,8012053
6922,conservative_investor,37,1782873,15172328
6923,nervous_investor,40,565565,7445117
6924,moderate_investor,20,345348,1439975
6925,conservative_investor,43,687736,8042344
6926,conservative_investor,48,1838882,32508432
6927,nervous_investor,22,1602308,6595241
6928,moderate_investor,10,1713506,3562920
6929,moderate_investor,40,1317085,26588211
6930,aggressive_investor,43,1654241,46505882
6931,moderate_investor,34,657495,8426598
6932,conservative_investor,27,601038,2725908
6933,nervous_investor,45,1745873,35827614
6934,conservative_investor,10,337223,587815
6935,nervous_investor,31,87995,442285
6936,nervous_investor,20,1218108,4234116
6937,nervous_investor,48,1506336,33752402
6938,conservative_investor,43,824268,10335268
6939,aggressive_investor,25,1792282,12861885
6940,aggressive_investor,26,144514,1189401
6941,conservative_investor,44,828785,11491386
6942,nervous_investor,30,752142,4154646
6943,nervous_investor,17,1680895,3911985
6944,aggressive_investor,50,1287966,60038742
6945,conservative_investor,14,334681,733152
6946,moderate_investor,11,1101828,2520239
6947,conservative_investor,36,1036025,8984474
6948,moderate_investor,37,313694,5903924
6949,moderate_investor,34,1580553,20295538
6950,nervous_investor,33,64738,358573
6951,conservative_investor,49,206988,3748531
6952,aggressive_investor,16,297106,998956
6953,moderate_investor,45,1208633,35036754
6954,aggressive_investor,34,896093,11100672
6955,aggressive_investor,35,100660,1678821
6956,aggressive_investor,14,1087574,2582325
6957,aggressive_investor,50,750462,37448668
6958,aggressive_investor,30,483286,6325048
6959,moderate_investor,28,84404,691736
6960,aggressive_investor,16,558231,1927247
6961,conservative_investor,43,820032,10534741
6962,nervous_investor,47,243098,3906355
6963,moderate_investor,34,1971015,26429725
6964,aggressive_investor,47,503464,18849126
6965,conservative_investor,36,488401,3763008
6966,moderate_investor,16,139429,450485
6967,nervous_investor,43,1607616,24883920
6968,conservative_investor,39,1155765,11293611
6969,conservative_investor,42,1879422,22912178
6970,nervous_investor,19,1885518,5523616
6971,moderate_investor,10,1185980,2653736
6972,aggressive_investor,10,418876,822943
6973,moderate_investor,14,648752,1805148
6974,aggressive_investor,31,172526,1611894
6975,conservative_investor,20,888425,2714158
6976,nervous_investor,21,786425,2850595
6977,nervous_investor,44,1157914,14375436
6978,nervous_investor,43,1521123,27564906
6979,aggressive_investor,29,1157599,9895848
6980,conservative_investor,12,581660,1180111
6981,conservative_investor,21,1525954,5291845
6982,conservative_investor,14,1362647,3014775
6983,moderate_investor,10,66053,142828
6984,conservative_investor,36,1468442,11814516
6985,conservative_investor,27,1408827,6424362
6986,aggressive_investor,42,1668473,52722286
6987,nervous_investor,34,91969,748977
6988,conservative_investor,44,1731779,21977277
6989,moderate_investor,36,255342,3629456
